../data/trashV2/train/JPEGImages/image_150.jpg,1177,432,1697,1082,bread
../data/trashV2/train/JPEGImages/image_142_Aug1_Aug2_Aug4.jpg,605,614,1489,1457,paper_cup
../data/trashV2/train/JPEGImages/image_76_Aug3.jpg,702,805,1285,1437,can2
../data/trashV2/train/JPEGImages/image_77_Aug1_Aug3.jpg,814,618,1633,1027,bottle2
../data/trashV2/train/JPEGImages/image_39_Aug1_Aug4.jpg,1343,190,2355,1388,can2
../data/trashV2/train/JPEGImages/image_144.jpg,958,335,1688,1082,paper_plate
../data/trashV2/train/JPEGImages/image_77_Aug3.jpg,721,600,1700,1055,bottle2
../data/trashV2/train/JPEGImages/image_142_Aug1_Aug3_Aug4.jpg,992,653,1750,1446,paper_cup
../data/trashV2/train/JPEGImages/image_78_Aug3_Aug4.jpg,813,387,1842,1404,bread
../data/trashV2/train/JPEGImages/image_92_Aug2.jpg,1255,1083,1704,1454,medicine2
../data/trashV2/train/JPEGImages/image_103_Aug1.jpg,1116,541,1650,1161,paper_cup
../data/trashV2/train/JPEGImages/image_36_Aug2_Aug3.jpg,464,643,1508,1587,drink2
../data/trashV2/train/JPEGImages/image_93_Aug2.jpg,881,800,1685,1628,can1
../data/trashV2/train/JPEGImages/image_78_Aug2_Aug4.jpg,922,205,1581,1255,bread
../data/trashV2/train/JPEGImages/image_178.jpg,1287,722,1827,1068,drink3
../data/trashV2/train/JPEGImages/image_84_Aug1_Aug4.jpg,953,490,1518,1126,bread
../data/trashV2/train/JPEGImages/image_102_Aug1.jpg,1240,89,1745,1424,bottle2
../data/trashV2/train/JPEGImages/image_189_Aug1_Aug2.jpg,1417,915,2008,1521,medicine3
../data/trashV2/train/JPEGImages/image_244_Aug2_Aug3.jpg,1515,553,2437,1748,bottle1
../data/trashV2/train/JPEGImages/image_244_Aug2_Aug3.jpg,707,753,1588,1651,bread
../data/trashV2/train/JPEGImages/image_244_Aug2_Aug3.jpg,1045,149,1767,900,can2
../data/trashV2/train/JPEGImages/image_42_Aug1.jpg,529,210,1283,1069,bread
../data/trashV2/train/JPEGImages/image_42_Aug1.jpg,1167,201,2067,1191,bread
../data/trashV2/train/JPEGImages/image_42_Aug1.jpg,818,1015,1412,1652,bread
../data/trashV2/train/JPEGImages/image_197_Aug2_Aug3_Aug4.jpg,-120,341,1903,2382,drink2
../data/trashV2/train/JPEGImages/image_193.jpg,1151,182,1867,915,paper_plate
../data/trashV2/train/JPEGImages/image_147_Aug1_Aug4.jpg,-95,292,2159,2504,bottle1
../data/trashV2/train/JPEGImages/image_75_Aug1_Aug2_Aug3_Aug4.jpg,862,253,2003,1571,can1
../data/trashV2/train/JPEGImages/image_43_Aug1.jpg,858,534,1324,981,bread
../data/trashV2/train/JPEGImages/image_43_Aug1.jpg,1466,1213,1812,1717,drink3
../data/trashV2/train/JPEGImages/image_43_Aug1.jpg,1481,621,2030,1151,can2
../data/trashV2/train/JPEGImages/image_109_Aug1_Aug3.jpg,1052,434,1594,1195,can2
../data/trashV2/train/JPEGImages/image_238_Aug1_Aug2.jpg,1102,453,1613,1199,drink3
../data/trashV2/train/JPEGImages/image_238_Aug1_Aug2.jpg,414,494,1051,1043,drink3
../data/trashV2/train/JPEGImages/image_187.jpg,1192,237,1642,1310,bottle1
../data/trashV2/train/JPEGImages/image_286_Aug1_Aug2_Aug3_Aug4.jpg,31,-112,1529,1568,bottle2
../data/trashV2/train/JPEGImages/image_189_Aug1_Aug3_Aug4.jpg,577,767,1220,1456,medicine3
../data/trashV2/train/JPEGImages/image_205_Aug1_Aug3.jpg,516,340,1723,1183,bottle1
